地名,センター,燃やすごみ,プラ（容器・包装プラスチック類）,カン,ビン,ペットボトル,その他不燃物,スプレー缶類・ガスライター,有害ごみ（乾電池・蛍光灯）,【参考】古紙等集団回収,粗大ごみ（事前申込制有料）,処理困難物,家電リサイクル品目,町で収集しないもの
字円明寺小字稲葉（47大門脇交差点）,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字開キ（40元岩崎公園前）,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字開キ（47大門脇交差点）,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字若宮前（49若宮前公園北側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字若宮前（50若宮前公園南側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字若宮前（53小泉橋横）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
字円明寺小字若宮前（55ラブリー円明寺東南側線路沿い）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字若宮前（56円明寺郵便局東側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字葛原（53小泉橋横）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
字円明寺小字葛原（54東自治会阪急線路沿い）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火1 *3,月 木 *4,*5,*6,*5
字円明寺小字葛原（56円明寺郵便局東側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字葛原（57Ｚ棟東側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字山田（50若宮前公園南側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字山田（72円団自治会館前）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字殿山（49若宮前公園北側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字殿山（51中央公園北側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字殿山（52殿山公園北側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金4 *3,月 木 *4,*5,*6,*5
字円明寺小字殿山（58ＡＢＣＤ棟の間）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字殿山（59ＥＦＧＨ棟の間）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字殿山（61ＩＪ棟東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字殿山（72円団自治会館前）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字脇山（26中池北側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字脇山（27大池東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字脇山※26中池北側・27大池東側以外,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,日1 *3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（28フラワーハイツ）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（29グリーンスクエア）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,火3 *3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（62ＯＮ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（63Ｓ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,火2 *3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（64ＩＪ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（65ＰＱ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（66Ｔ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（67ＬＭ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（68Ｒ棟西側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,火2 *3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（71府営住宅）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（82鳥居前第３公園前）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字鳥居前（83鳥居前第６公園横）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字小倉口（23_１１～１４棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
字円明寺小字小倉口（24_１８・１９棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字小倉口（25_１５～１７棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字北浦（20_３棟東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
字円明寺小字北浦（21_１～５棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字北浦（22_６～１０棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
字円明寺小字北浦（23_１１～１４棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
字円明寺小字北浦（24_１８・１９棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月4 *3,月 木 *4,*5,*6,*5
字円明寺小字北浦（25_１５～１７棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月4 *3,月 木 *4,*5,*6,*5
字円明寺小字横林（27大池東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字横林（50若宮前公園南側）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字横林（55ラブリー円明寺東南側線路沿い）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（20_３棟東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,月3 *3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（22_６～１０棟ごみ置場）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（26中池北側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（27大池東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,金2 *3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（47大門脇交差点）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,木1 木3 *2,日3 *3,月 木 *4,*5,*6,*5
字円明寺小字西法寺（69脇山公園東側）,クリーンプラザおとくに,火 金 *7,木1 木2 木3 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,木2 木4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字里ノ後（60里ノ後公園前）,クリーンプラザおとくに,火 金 *7,水1 水2 水3 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,水2 水4 *2,土2 *3,月 木 *4,*5,*6,*5
字円明寺小字海道（42円明寺会館前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
字円明寺小字海道（44円明寺バス停前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
字円明寺小字御所前（27大池東側）,クリーンプラザおとくに,月 木 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,*3,月 木 *4,*5,*6,*5
字円明寺小字小泉川（53小泉橋横）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,火2 火4 *2,土2 *3,月 木 *4,*5,*6,*5
字下植野小字境野（２下団集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字北牧方※住居無し,クリーンプラザおとくに,,,,,,,,,,,,,
字下植野小字南牧方※住居無し,クリーンプラザおとくに,,,,,,,,,,,,,
字下植野小字山王前（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字山王前（６若葉自治会（二階下公園付近））,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字菖蒲原（６若葉自治会（二階下公園付近））,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字北細池※住居無し,クリーンプラザおとくに,,,,,,,,,,,,,
字下植野小字竜頭（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
字下植野小字代理分（２下団集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字代理分（３トーセ駐車場東側）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字代理分（４ダイハツ寮東側）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字代理分（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字梅ケ畑（３トーセ駐車場東側）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字梅ケ畑（４ダイハツ寮東側）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字梅ケ畑（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字二階下（６若葉自治会（二階下公園付近））,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字宮本（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字五条本（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字上古※住居無し,クリーンプラザおとくに,,,,,,,,,,,,,
字下植野小字飯田（５下植野集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字大条※住居無し,クリーンプラザおとくに,,,,,,,,,,,,,
字下植野小字宮脇（１白山公園前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字宮脇（２下団集会所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字宮脇（３トーセ駐車場東側）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字宮脇（８第３保育所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
字下植野小字寺門（７寺門公園前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
字下植野小字寺門（８第３保育所前）,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
（１白山公園前）字下植野小字宮脇,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（２下団集会所前）字下植野小字宮脇,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（２下団集会所前）字下植野小字境野,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（２下団集会所前）字下植野小字代理分,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（３トーセ駐車場東側）字下植野小字宮脇,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（３トーセ駐車場東側）字下植野小字代理分,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（３トーセ駐車場東側）字下植野小字梅ケ畑,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（４ダイハツ寮東側）字下植野小字代理分,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（４ダイハツ寮東側）字下植野小字梅ケ畑,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字宮本,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字五条本,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字山王前,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字代理分,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字梅ケ畑,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字飯田,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（５下植野集会所前）字下植野小字竜頭,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
（６若葉自治会（二階下公園付近））字下植野小字山王前,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（６若葉自治会（二階下公園付近））字下植野小字菖蒲原,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（６若葉自治会（二階下公園付近））字下植野小字二階下,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,木1 *3,月 木 *4,*5,*6,*5
（７寺門公園前）字円明寺小字松田,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火2 *3,月 木 *4,*5,*6,*5
（７寺門公園前）字下植野小字寺門,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,*3,月 木 *4,*5,*6,*5
（８第３保育所前）字円明寺小字松田,クリーンプラザおとくに,火 金 *7,火1 火2 火3 火4 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火1 火3 *2,火2 *3,月 木 *4,*5,*6,*5
